steps_back,steps_forward,steps_back_spacing,steps_forward_spacing,add_downstream_data,add_upstream_data,max_depth,num_leaves,min_child_samples,n_estimators,learning_rate,reg_alpha,reg_lambda,colsample_bytree,train_time [s],prediction_time [s],MAPE,MAE,MSE
15,15,2,15,True,True,11,520,300,600,0.02,45,0,0.8,4.297803000001295,0.1677352000006067,0.06087232569538459,6.060110595536449,102.50523685218225
5,15,2,15,False,True,12,480,350,600,0.01,40,0,0.8,3.136968499995419,0.1460981000054744,0.06181940334841247,6.188736292052816,105.04042894328728
15,15,2,15,True,True,11,300,350,500,0.01,35,0,0.8,3.4205468999934965,0.1410174000011466,0.06066291668166738,6.035398297643481,101.31003922451693
15,15,2,15,True,True,11,360,400,600,0.01,30,0,0.8,3.7932594000012614,0.1502531000005547,0.06080707110681841,6.0577792781984705,101.19371436850504
15,15,2,15,True,True,11,380,350,600,0.01,30,0,0.7,3.97866090000025,0.1570062000027974,0.060668985675504127,6.035098579582601,101.45378092662766
15,15,2,15,True,True,11,300,400,600,0.01,30,0,0.8,3.7458615000032296,0.14525330000105896,0.06080707110681841,6.0577792781984705,101.19371436850504
15,15,2,15,True,True,11,300,450,600,0.01,30,0,0.8,3.536808500004554,0.1454857000062475,0.06104176339595004,6.090454774554729,101.49278451605907
15,15,2,15,True,True,12,600,300,500,0.01,35,0,0.7,3.804510799996933,0.14139799999975367,0.06060666434398193,6.021243537072082,101.26361428304124
15,15,2,15,True,True,12,620,300,500,0.01,35,0,0.7,3.854933100003109,0.13596690000849776,0.06060666434398193,6.021243537072082,101.26361428304124
15,15,2,15,True,True,12,440,350,500,0.01,35,0,0.8,3.456673900003807,0.13100859999030945,0.06065426824386921,6.034452214116114,101.32421837151885
15,15,2,15,True,True,12,660,250,500,0.02,40,0,0.8,4.145806400007132,0.14771279999695253,0.06099170998225217,6.070562118081932,102.90792174697975
15,15,2,15,True,True,12,340,300,500,0.01,30,0,0.7,3.7879566000010527,0.148654999993596,0.06061325681230236,6.02230666808833,101.20670156876088
15,15,2,15,True,True,11,320,350,600,0.01,30,0,0.8,4.0415306000031705,0.16748690000167699,0.06059675893085284,6.0313512690165005,101.2535149665138
15,15,2,15,True,True,11,340,350,600,0.01,30,0,0.8,4.034450600007403,0.15305050000097253,0.06059675893085284,6.0313512690165005,101.2535149665138
15,15,2,15,True,True,11,340,300,600,0.01,30,0,0.8,5.241287199998624,0.1897406999996747,0.060475107685386296,6.014811396868275,101.0976270628474
15,15,2,15,True,True,11,400,250,600,0.01,30,0,0.8,6.067884000000049,0.2596218999970006,0.06054182675210104,6.013827226646014,101.4303024711969
15,15,2,15,True,True,11,280,300,600,0.01,30,0,0.7,4.638576199999079,0.18978250000145636,0.06055643375195868,6.017921674362121,101.19550738935077
15,15,2,15,True,True,11,280,250,600,0.01,35,0,0.7,4.627440900003421,0.17091100000106962,0.060497103942978296,6.004843251434546,101.2293352432094
15,15,2,15,True,True,11,260,200,500,0.02,45,0,0.7,3.911994699996285,0.15040890000091167,0.06100953149358309,6.060453323496657,102.8182501097254
15,15,2,15,True,True,10,440,250,600,0.01,35,0,0.7,4.657138100003067,0.165253399998619,0.060454132104972656,6.001091662362639,101.09724238485826
15,15,2,15,True,False,10,280,250,600,0.01,40,0,0.7,4.0156303999974625,0.16029789999811328,0.061932565926996364,6.097394380094922,105.59599494299029
15,15,2,15,True,True,10,480,200,700,0.01,35,0,0.7,5.7350012000024435,0.20267160000366857,0.06061008701733673,6.019180624070455,101.62331046877297
15,15,2,15,False,True,11,520,250,500,0.02,35,0,0.7,3.3512260999959835,0.14595399999961955,0.06227117692412184,6.245062949695579,107.21398469954579
15,15,2,15,True,True,11,440,250,600,0.01,35,0,0.7,5.128416399995331,0.17146049999064417,0.060497103942978296,6.004843251434546,101.2293352432094
15,15,2,15,True,True,11,340,250,600,0.01,35,0,0.7,4.702462999997806,0.17090370000732946,0.060497103942978296,6.004843251434546,101.2293352432094
15,15,2,15,True,True,11,360,150,600,0.01,40,0,0.7,5.647832799997559,0.18437900000208174,0.060514775366383666,5.996748234841442,101.56564225086828
15,15,2,15,True,True,11,560,300,700,0.01,35,0,0.7,4.9752786999997625,0.1764400999963982,0.06062007256565688,6.0255477002020585,101.53545595335373
15,15,2,15,True,True,11,420,150,600,0.01,35,0,0.7,5.754993400001695,0.18218370000249706,0.06050882539596449,5.996532683569362,101.56672475922026
15,15,2,15,True,True,10,320,250,600,0.01,35,0,0.8,4.456427799999801,0.15579950000392273,0.06055865550851639,6.015108654572512,101.4458496918286
15,15,2,15,True,True,11,280,300,700,0.01,40,0,0.8,4.7565383999935875,0.17860930000097142,0.0605652919417522,6.024548577085892,101.4704981242013
15,15,2,15,True,True,11,460,200,500,0.02,35,0,0.7,3.935875800005306,0.18215390000113985,0.06104297003146993,6.061892167609963,102.97987649321165
15,15,1,15,True,True,12,380,300,600,0.01,30,0,0.8,5.534179299997049,0.1775913999954355,0.06053809521435904,6.019092562891063,101.58580772471964
15,15,2,15,True,True,11,340,250,600,0.01,30,5,0.7,4.49922080000033,0.16569320000417065,0.06047498454746749,6.004101889685894,101.21804748656803
15,15,2,15,True,True,11,340,250,600,0.01,30,5,0.7,4.496585199995025,0.17432909999843105,0.06047498454746749,6.004101889685894,101.21804748656803
15,15,2,15,True,True,11,340,250,600,0.01,30,5,0.7,4.5362048000024515,0.16455299999506678,0.06047498454746749,6.004101889685894,101.21804748656803
15,15,2,15,True,True,11,360,300,600,0.01,30,5,0.7,4.146881399999984,0.15203879999899073,0.06053380255709223,6.014588022312219,101.20204448379349
15,15,2,15,True,True,11,240,300,600,0.01,30,5,0.7,4.050776600000972,0.15154819999588653,0.06053380255709223,6.014588022312219,101.20204448379349
15,15,2,15,True,True,10,240,300,600,0.01,30,5,0.7,3.9644829999997455,0.15188580000540242,0.06058279348312179,6.020686747214711,101.25331204652696
15,15,2,15,True,True,11,400,300,700,0.01,30,5,0.7,4.786440100004256,0.17679349999525584,0.06057069855703822,6.0195606756244295,101.38723280042221
15,15,2,15,True,True,11,220,300,600,0.01,30,5,0.8,4.09159009999712,0.16486610000720248,0.0604999503861692,6.015454413537438,101.16124067124242
15,15,2,15,True,True,12,500,300,500,0.01,30,50,0.8,3.470621199998277,0.1319794000046386,0.06047810553792548,5.999676076441642,100.95177479650505
15,15,2,15,True,False,12,500,300,500,0.02,30,10,0.8,3.2787325000026613,0.13714470000195433,0.062316680402051704,6.141041972864925,107.06987665594174
15,15,1,15,True,True,12,220,300,500,0.01,30,40,0.8,4.257658100003027,0.13284519999433542,0.06036652137629139,5.987036482005593,100.9222808231354
15,15,1,15,True,True,12,240,300,500,0.01,30,50,0.8,4.224643299996387,0.1282262000022456,0.06041276404879295,5.9901912772669945,100.99558333039971
15,15,1,15,True,True,12,220,300,500,0.01,30,50,0.8,4.229271600001084,0.1287988999974914,0.06041276404879295,5.9901912772669945,100.99558333039971
15,15,1,15,True,True,12,220,300,500,0.01,30,50,0.8,4.230341900005442,0.1311050000040268,0.06041276404879295,5.9901912772669945,100.99558333039971
15,15,1,15,True,True,12,240,300,500,0.01,30,50,0.8,4.216805799998838,0.1287919000023976,0.06041276404879295,5.9901912772669945,100.99558333039971
15,15,1,15,True,True,12,120,300,500,0.01,30,50,0.8,4.17765899999722,0.128616999994847,0.06041276404879295,5.9901912772669945,100.99558333039971
